2228410087 500 5
-54.1489 -181.758 -288.745 -366.607 -410.097
-417.775 -392.108 -339.141 -267.756 -188.619
-112.916 -51.0517 -11.43 0.523444 -17.0054
-62.005 -128.868 -209.037 -291.998 -366.496
-421.852 -449.21 -442.591 -399.618 -321.835
-214.588 -86.4653 51.6186 187.613 309.646
407.318 472.839 501.854 493.9 452.408
384.274 299.038 207.77 121.784 51.3342
4.44138 -14.0248 -2.89192 35.1961 94.102
164.923 237.042 299.375 341.682 355.787
336.555 282.541 196.21 83.7113 -45.7618
-180.963 -309.82 -420.76 -503.977 -552.506
-562.981 -535.977 -475.926 -390.582 -290.127
-186.001 -89.6008 -10.9843 42.2592 65.8534
59.2942 25.8727 -27.7401 -92.2994 -157.09
-211.199 -244.82 -250.424 -223.679 -164
-74.6772 37.45 162.715 289.679 406.389
501.705 566.53 594.823 584.267 536.515
457.001 354.313 239.226 123.489 18.502
-65.9493 -122.78 -148.369 -142.933 -110.444
-58.1328 4.39907 66.3266 116.896 146.707
148.845 119.722 59.5414 -27.6797 -134.521
-250.965 -365.507 -466.438 -543.158 -587.37
-594.021 -561.875 -493.664 -395.792 -277.623
-150.445 -26.2144 83.7633 170.081 226.252
249.395 240.511 204.306 148.603 83.3853
19.6063 -32.1189 -62.7741 -66.0204 -38.9634
17.4774 98.6382 196.616 301.147 400.765
484.097 541.166 564.532 550.156 497.883
411.486 298.274 168.295 33.2355 -94.8583
-204.906 -287.999 -338.357 -353.931 -336.581
-291.8 -228.037 -155.682 -85.8273 -28.9626
6.2633 14.0621 -7.80586 -57.7554 -130.542
-217.855 -309.26 -393.405 -459.319 -497.693
-501.965 -469.106 -400.001 -299.397 -175.412
-38.6564 98.9144 225.31 329.812 404.138
443.331 446.266 415.725 358.035 282.298
199.315 120.319 55.6684 13.6416 -0.517955
14.7912 57.3469 121.364 198.169 277.209
347.288 397.87 420.33 408.973 361.74
280.492 170.855 41.635 -96.1286 -230.361
-349.274 -442.653 -502.968 -526.187 -512.187
-464.728 -390.995 -300.744 -205.175 -115.634
-42.3184 6.88922 27.3114 17.9941 -18.2057
-74.9746 -143.297 -212.522 -271.624 -310.511
-321.225 -298.905 -242.401 -154.463 -41.4835
87.1715 220.177 345.485 451.653 529.1
571.161 574.811 540.986 474.449 383.239
277.742 169.51 69.9509 -10.9587 -65.7878
-90.4711 -84.7372 -52.1003 0.586299 63.9608
127.273 179.666 211.47 215.367 187.279
126.891 37.7464 -73.1101 -195.882 -319.096
-430.868 -520.225 -578.331 -599.467 -581.676
-526.972 -441.116 -332.965 -213.475 -94.4754
12.6511 98.2335 155.374 180.69 174.648
141.464 88.5573 25.6564 -36.3738 -86.8271
-116.435 -118.477 -89.6033 -30.2614 55.3066
159.51 272.239 381.991 477.16 547.347
584.535 584.009 544.894 470.277 366.87
244.277 113.935 -12.1576 -122.754 -208.6
-263.431 -284.633 -273.485 -234.951 -177.057
-109.921 -44.5411 8.50925 40.3379 44.7915
19.1969 -35.2994 -113.834 -208.362 -308.554
-402.976 -480.383 -531.018 -547.732 -526.825
-468.495 -376.849 -259.477 -126.629 9.90274
138.075 246.912 327.699 374.918 386.819
365.561 316.911 249.536 173.96 101.325
42.0785 4.74699 -5.0623 14.6771 62.1657
131.976 215.671 302.776 381.984 442.47
475.15 473.756 435.586 361.861 257.631
131.257 -6.49105 -143.602 -268.135 -369.525
-439.728 -474.084 -471.792 -435.959 -373.194
-292.819 -205.77 -123.323 -55.7858 -11.3109
5.04385 -8.10946 -48.3381 -109.681 -183.349
-258.756 -324.762 -370.981 -389.01 -373.439
-322.519 -238.419 -127.031 2.63664 139.433
271.277 386.48 475.025 529.659 546.678
526.306 472.639 393.145 297.796 197.916
104.88 28.8177 -22.53 -44.6834 -36.9112
-2.28552 52.7024 118.923 185.693 242.045
278.03 285.907 261.082 202.692 113.763
0.916122 -126.324 -256.569 -377.811 -478.752
-550.047 -585.339 -581.955 -541.188 -468.139
-371.122 -260.724 -148.598 -46.1541 36.721
92.7643 118.129 112.783 80.4691 28.2251
-34.4676 -96.8224 -148.035 -178.573 -181.32
-152.448 -91.9043 -3.47419 105.603 225.416
344.468 450.957 534.092 585.302 599.199
574.186 512.637 420.638 307.304 183.762
61.9132 -46.8937 -133.112 -190.044 -214.553
-207.368 -172.947 -118.91 -55.1106 7.54283
58.3905 88.2911 90.7172 62.5483 4.47188
-79.0555 -180.282 -289.016 -393.769 -483.047
-546.658 -576.873 -569.314 -523.467 -442.766
-334.226 -207.68 -74.6957 52.696 163.325
248.101 300.997 319.676 305.702 264.302
203.712 134.185 66.7655 11.9852 -21.3858
-27.3774 -3.5345 48.7749 124.495 215.442
311.235 400.474 472.051 516.431 526.759
499.672 435.714 339.318 218.342 83.226
-54.1489 -181.758 -288.745 -366.607 -410.097
-417.775 -392.108 -339.141 -267.756 -188.619
-112.916 -51.0517 -11.43 0.523444 -17.0054
-62.005 -128.868 -209.037 -291.998 -366.496
-421.852 -449.21 -442.591 -399.618 -321.835
-214.588 -86.4653 51.6186 187.613 309.646
407.318 472.839 501.854 493.9 452.408
384.274 299.038 207.77 121.784 51.3342
4.44138 -14.0248 -2.89192 35.1961 94.102
164.923 237.042 299.375 341.682 355.787
336.555 282.541 196.21 83.7113 -45.7618
-180.963 -309.82 -420.76 -503.977 -552.506
-562.981 -535.977 -475.926 -390.582 -290.127
-186.001 -89.6008 -10.9843 42.2592 65.8534
59.2942 25.8727 -27.7401 -92.2994 -157.09
-211.199 -244.82 -250.424 -223.679 -164
-74.6772 37.45 162.715 289.679 406.389
501.705 566.53 594.823 584.267 536.515
457.001 354.313 239.226 123.489 18.502
-65.9493 -122.78 -148.369 -142.933 -110.444
-58.1328 4.39907 66.3266 116.896 146.707
148.845 119.722 59.5414 -27.6797 -134.521
-250.965 -365.507 -466.438 -543.158 -587.37
-594.021 -561.875 -493.664 -395.792 -277.623
-150.445 -26.2144 83.7633 170.081 226.252
249.395 240.511 204.306 148.603 83.3853
19.6063 -32.1189 -62.7741 -66.0204 -38.9634
17.4774 98.6382 196.616 301.147 400.765
484.097 541.166 564.532 550.156 497.883
411.486 298.274 168.295 33.2355 -94.8583
-204.906 -287.999 -338.357 -353.931 -336.581
-291.8 -228.037 -155.682 -85.8273 -28.9626
6.2633 14.0621 -7.80586 -57.7554 -130.542
-217.855 -309.26 -393.405 -459.319 -497.693
-501.965 -469.106 -400.001 -299.397 -175.412
-38.6564 98.9144 225.31 329.812 404.138
443.331 446.266 415.725 358.035 282.298
199.315 120.319 55.6684 13.6416 -0.517955
14.7912 57.3469 121.364 198.169 277.209
347.288 397.87 420.33 408.973 361.74
280.492 170.855 41.635 -96.1286 -230.361
-349.274 -442.653 -502.968 -526.187 -512.187
-464.728 -390.995 -300.744 -205.175 -115.634
-42.3184 6.88922 27.3114 17.9941 -18.2057
-74.9746 -143.297 -212.522 -271.624 -310.511
-321.225 -298.905 -242.401 -154.463 -41.4835
87.1715 220.177 345.485 451.653 529.1
571.161 574.811 540.986 474.449 383.239
277.742 169.51 69.9509 -10.9587 -65.7878
-90.4711 -84.7372 -52.1003 0.586299 63.9608
127.273 179.666 211.47 215.367 187.279
126.891 37.7464 -73.1101 -195.882 -319.096
-430.868 -520.225 -578.331 -599.467 -581.676
-526.972 -441.116 -332.965 -213.475 -94.4754
12.6511 98.2335 155.374 180.69 174.648
141.464 88.5573 25.6564 -36.3738 -86.8271
-116.435 -118.477 -89.6033 -30.2614 55.3066
159.51 272.239 381.991 477.16 547.347
584.535 584.009 544.894 470.277 366.87
244.277 113.935 -12.1576 -122.754 -208.6
-263.431 -284.633 -273.485 -234.951 -177.057
-109.921 -44.5411 8.50925 40.3379 44.7915
19.1969 -35.2994 -113.834 -208.362 -308.554
-402.976 -480.383 -531.018 -547.732 -526.825
-468.495 -376.849 -259.477 -126.629 9.90274
138.075 246.912 327.699 374.918 386.819
365.561 316.911 249.536 173.96 101.325
42.0785 4.74699 -5.0623 14.6771 62.1657
131.976 215.671 302.776 381.984 442.47
475.15 473.756 435.586 361.861 257.631
131.257 -6.49105 -143.602 -268.135 -369.525
-439.728 -474.084 -471.792 -435.959 -373.194
-292.819 -205.77 -123.323 -55.7858 -11.3109
5.04385 -8.10946 -48.3381 -109.681 -183.349
-258.756 -324.762 -370.981 -389.01 -373.439
-322.519 -238.419 -127.031 2.63664 139.433
271.277 386.48 475.025 529.659 546.678
526.306 472.639 393.145 297.796 197.916
104.88 28.8177 -22.53 -44.6834 -36.9112
-2.28552 52.7024 118.923 185.693 242.045
278.03 285.907 261.082 202.692 113.763
0.916122 -126.324 -256.569 -377.811 -478.752
-550.047 -585.339 -581.955 -541.188 -468.139
-371.122 -260.724 -148.598 -46.1541 36.721
92.7643 118.129 112.783 80.4691 28.2251
-34.4676 -96.8224 -148.035 -178.573 -181.32
-152.448 -91.9043 -3.47419 105.603 225.416
344.468 450.957 534.092 585.302 599.199
574.186 512.637 420.638 307.304 183.762
61.9132 -46.8937 -133.112 -190.044 -214.553
-207.368 -172.947 -118.91 -55.1106 7.54283
58.3905 88.2911 90.7172 62.5483 4.47188
-79.0555 -180.282 -289.016 -393.769 -483.047
-546.658 -576.873 -569.314 -523.467 -442.766
-334.226 -207.68 -74.6957 52.696 163.325
248.101 300.997 319.676 305.702 264.302
203.712 134.185 66.7655 11.9852 -21.3858
-27.3774 -3.5345 48.7749 124.495 215.442
311.235 400.474 472.051 516.431 526.759
499.672 435.714 339.318 218.342 83.226
-54.1489 -181.758 -288.745 -366.607 -410.097
-417.775 -392.108 -339.141 -267.756 -188.619
-112.916 -51.0517 -11.43 0.523444 -17.0054
-62.005 -128.868 -209.037 -291.998 -366.496
-421.852 -449.21 -442.591 -399.618 -321.835
-214.588 -86.4653 51.6186 187.613 309.646
407.318 472.839 501.854 493.9 452.408
384.274 299.038 207.77 121.784 51.3342
4.44138 -14.0248 -2.89192 35.1961 94.102
164.923 237.042 299.375 341.682 355.787
336.555 282.541 196.21 83.7113 -45.7618
-180.963 -309.82 -420.76 -503.977 -552.506
-562.981 -535.977 -475.926 -390.582 -290.127
-186.001 -89.6008 -10.9843 42.2592 65.8534
59.2942 25.8727 -27.7401 -92.2994 -157.09
-211.199 -244.82 -250.424 -223.679 -164
-74.6772 37.45 162.715 
